Mr_Eight,45,15,19,4,14,12,12,25,20,23,29,24,35,22,39,26,40,48,40,29,37,26,39,28,23,14,6,8,3136
A_G,370,88,87,108,97,98,101,87,96,114,96,96,90,75,112,84,138,127,81,98,75,52,52,42,51,39,37,48,3132
244mhq,170,61,81,57,80,87,80,96,116,101,123,117,112,102,135,102,159,113,111,95,64,64,49,29,28,24,11,10,3121
isaf27,77,28,33,24,44,39,34,50,61,55,52,53,40,41,39,40,38,33,23,25,14,17,7,2,2,3,3,5,3120
Laurie,17,3,1,8,4,5,5,8,7,8,2,6,5,11,7,8,10,5,4,5,5,5,5,2,1,0,0,0,3118
Isonan,40,10,14,12,17,24,24,27,35,34,39,34,35,21,22,34,29,29,31,28,27,81,82,72,31,71,53,54,3117
Petr,45,10,17,22,29,37,42,54,66,52,60,73,60,40,61,49,62,67,61,54,34,29,36,20,24,16,14,8,3113
heno239,227,88,100,83,109,115,114,147,157,144,160,143,129,138,157,138,160,131,104,109,69,60,55,31,33,18,19,12,3113
HIR180,57,26,33,31,39,60,62,90,97,88,89,83,81,85,79,62,78,75,59,69,47,65,42,80,42,42,9,24,3102
never_giveup,68,21,31,28,36,35,43,44,58,51,58,45,34,37,40,26,32,32,40,23,18,11,9,13,3,6,2,2,3096
xay5421,26,5,5,5,10,17,18,19,23,22,29,27,23,23,32,32,37,46,54,62,50,57,84,86,84,72,36,42,3093
AoLiGei,14,6,3,5,7,6,4,8,4,5,6,12,4,4,5,6,10,7,6,3,5,2,2,0,3,2,1,2,3087
TLE,55,30,31,32,34,38,35,36,54,40,39,36,34,28,46,33,35,33,24,46,13,23,14,30,18,6,11,4,3084
peti1234,592,186,210,186,193,202,189,199,215,229,195,212,193,181,215,163,198,182,143,147,103,80,67,56,58,36,23,51,3080
wangziji,73,26,32,15,30,30,39,39,27,37,42,40,29,29,29,23,27,30,24,13,13,4,5,1,2,0,1,0,3077
bmerry,45,29,45,34,41,49,54,59,88,64,67,64,71,58,81,66,79,65,54,58,37,30,17,22,12,7,6,3,3056
flowerletter,78,25,28,23,24,35,29,42,32,31,41,42,34,22,39,30,43,39,49,38,50,42,25,19,13,14,4,18,3056
Merkurev,40,12,21,18,27,30,31,51,62,54,47,56,47,43,51,33,54,36,45,31,30,11,11,6,7,1,4,1,3053
ugly2333,61,14,17,22,27,36,29,54,51,46,55,41,62,49,45,66,65,49,36,48,40,28,28,13,14,17,7,4,3053
neal,276,73,105,79,99,115,109,123,175,181,247,172,188,241,354,240,416,385,273,365,164,220,157,151,118,76,12,71,3052
cuizhuyefei,20,10,11,8,20,23,19,44,44,39,34,41,36,34,37,43,57,63,60,63,45,59,38,50,49,31,18,23,3049
p_b_p_b,18,4,10,3,12,10,8,13,12,18,21,25,19,13,26,25,49,26,29,23,14,26,25,14,17,26,6,11,3049
eecs,53,17,12,19,30,30,28,29,69,55,56,44,49,45,54,47,75,76,73,74,88,113,134,84,97,62,37,36,3048
q-w-q-w-q,34,12,20,9,9,19,16,14,18,20,19,16,14,12,16,15,28,30,15,30,20,32,30,25,17,5,16,16,3046
panole,9,1,1,6,6,4,6,9,10,7,16,11,6,8,9,12,9,13,12,17,15,15,21,18,21,15,2,1,3044
zeronumber,6,1,1,3,5,3,2,6,3,8,4,8,10,5,2,2,4,7,5,1,5,3,3,1,0,1,0,0,3043
TheQueenOfHatred,27,12,16,13,17,21,26,27,28,34,37,23,36,22,35,21,17,11,18,10,8,5,4,3,2,1,0,0,3042
Elegia,57,21,26,23,31,29,37,40,58,58,52,58,50,58,54,29,69,45,56,47,18,36,22,22,26,15,11,9,3035
fsy_jiaxun_when,33,3,12,3,6,7,9,10,10,13,14,14,6,6,9,15,38,36,48,42,35,38,35,36,33,23,15,15,3032
arvindf232,527,147,156,146,172,171,163,178,190,227,183,198,166,149,149,106,134,98,80,101,63,62,18,16,19,6,1,2,3027
MyBotDear,9,3,3,2,1,2,4,5,3,3,2,1,3,4,4,3,6,1,1,0,3,1,2,1,1,0,0,0,3024
yzc2005,59,17,18,22,20,26,29,35,35,39,38,40,43,34,41,40,42,39,54,31,44,41,41,31,37,33,19,38,3020
greenheadstrange,21,6,4,10,10,13,14,16,26,21,29,15,16,18,18,25,13,23,11,14,10,15,13,5,5,13,6,4,3015
KAN,13,4,11,11,9,18,19,30,37,32,33,38,31,30,21,24,27,21,22,9,11,9,9,3,3,4,1,1,3014
Karry5307_AK_NOI2023,7,7,1,4,2,7,2,0,6,4,8,2,4,2,7,3,2,4,9,5,6,2,8,0,4,3,1,0,3013
Endagorion,68,21,28,28,45,53,55,78,80,85,101,92,86,71,72,63,68,74,60,60,79,102,81,52,27,17,5,7,3012
1092515503,26,12,13,3,12,14,16,16,22,26,13,27,26,25,32,31,52,34,72,45,37,48,60,46,53,38,20,33,3011
Kevin114514,192,36,53,33,41,34,47,49,44,45,47,43,56,33,43,31,51,31,35,30,91,19,24,11,10,8,4,3,3011
Yelan,9,4,6,5,3,6,4,10,6,6,5,9,5,2,10,4,7,4,5,3,1,2,3,0,0,1,0,0,3011
LHiC,37,23,30,19,34,41,43,51,76,52,71,71,63,56,69,63,76,81,43,35,39,42,27,19,25,10,10,5,3003
dorijanlendvaj,158,64,72,59,87,98,86,99,125,124,101,103,93,69,73,46,66,38,36,26,15,10,14,7,6,4,2,4,3003
huzhaoyang,19,4,16,6,13,3,13,12,7,6,7,11,5,4,9,5,9,8,15,12,9,9,41,24,16,14,12,28,3003
Zlobober,10,5,14,11,17,18,21,21,41,22,34,35,24,21,21,12,21,10,14,7,5,6,9,0,0,2,3,0,2996
whzzt,21,10,7,11,11,12,15,14,25,15,12,20,12,14,19,10,14,16,17,16,11,22,9,11,7,6,4,1,2995
potato167,152,30,43,43,40,43,36,42,46,46,44,51,45,35,41,37,62,38,29,12,13,8,4,2,9,1,0,1,2990
TLEwpdus,42,14,10,11,20,18,19,28,32,35,38,37,21,28,33,27,31,26,28,16,20,18,9,9,5,9,0,0,2989
emptyhope,33,7,6,13,12,9,10,8,16,10,7,11,11,12,12,13,14,16,8,11,4,5,8,4,7,7,2,3,2986
lumibons,25,10,9,8,14,14,18,17,19,26,27,31,25,20,57,18,37,31,18,21,8,5,7,5,3,7,1,1,2976
Subconscious,29,11,12,12,17,22,11,17,27,22,30,21,20,24,19,27,19,15,11,6,8,6,7,5,0,3,0,0,2974
feecIe6418,86,32,25,26,32,35,35,59,42,49,68,47,69,52,66,45,73,75,56,39,42,61,39,29,31,26,16,23,2972
turmax,157,47,54,46,61,57,76,71,68,86,97,92,92,85,119,68,103,92,68,65,45,25,30,10,9,12,3,3,2966
ainta,79,29,37,34,42,54,67,92,103,88,90,98,91,85,94,72,109,90,66,67,56,46,41,25,27,25,16,12,2959
PinkieRabbit,41,8,17,16,11,17,21,20,16,26,19,26,38,21,17,24,47,25,25,14,28,14,10,3,3,0,0,3,2954
He_Ren,165,64,83,58,73,91,79,98,104,120,108,106,105,97,145,95,123,102,87,75,85,57,70,39,33,49,13,36,2950
137_345_2814,7,2,3,1,5,1,3,3,4,6,7,5,14,9,19,26,14,13,17,18,14,20,25,18,23,21,11,14,2949
tatyam,78,23,25,31,38,40,45,47,48,53,61,46,44,33,45,30,31,38,28,18,13,12,12,6,4,3,1,1,2947
Alex_2oo8,39,18,31,24,36,37,38,68,60,56,49,57,50,46,46,30,35,18,24,10,17,5,7,0,2,1,0,0,2944
Low-Deny-Cup,13,2,2,6,3,5,5,2,3,7,4,5,2,2,4,2,6,5,5,0,6,1,3,0,0,0,2,0,2944
tmwilliamlin168,123,41,53,45,70,74,77,94,90,93,95,80,79,85,98,90,106,87,70,52,46,43,22,27,25,34,9,10,2931
yosupo,57,18,21,15,35,27,42,56,71,69,56,67,61,74,75,55,65,77,59,43,70,28,30,21,21,49,12,5,2930
MilimNava,5,1,4,2,1,0,0,2,2,1,1,3,4,1,3,2,2,1,1,1,1,0,1,1,1,0,0,0,2927
sjcsjcsjc,28,6,8,6,9,8,9,10,12,13,13,12,6,15,12,11,14,7,9,6,2,2,3,1,2,0,0,0,2925
A.K.E.E.,52,16,21,11,36,28,31,45,40,40,61,40,40,39,30,28,31,31,25,32,18,19,8,11,11,10,3,0,2924
Anadi,47,27,25,25,37,43,41,57,62,43,71,59,53,52,49,48,57,35,31,16,12,19,4,6,8,3,2,1,2923
DoorhandleMahoushoujo,12,3,6,4,5,1,2,8,5,5,5,8,5,5,5,3,7,5,1,3,2,0,0,0,0,0,0,0,2921
Heltion,281,87,109,83,120,93,89,107,106,118,107,99,88,86,84,69,64,71,37,25,18,8,15,7,9,6,0,13,2920
Alex_Wei,400,169,167,145,146,147,152,130,109,136,111,142,127,113,120,109,158,122,152,69,111,112,137,81,58,53,33,58,2918
Egor,158,48,69,66,91,85,105,119,134,133,150,138,137,104,107,92,102,69,62,62,38,18,17,10,8,7,3,0,2918
Errichto,49,27,28,32,41,46,45,62,85,85,67,79,66,63,59,61,60,46,26,31,13,29,13,26,20,19,22,1,2916
hitonanode,141,42,58,38,60,63,74,89,95,92,102,96,96,91,108,79,121,91,103,124,72,43,49,29,25,64,13,8,2913
E869120,63,32,43,35,47,39,42,71,102,75,89,86,76,77,70,61,58,46,26,25,13,12,5,4,0,1,0,0,2908
TankEngineer,76,34,37,27,44,45,42,53,54,65,47,81,66,49,54,36,40,39,27,25,19,12,14,4,3,2,0,0,2904
Vercingetorix,500,155,167,177,188,189,186,212,260,254,239,239,224,205,207,168,205,190,153,138,79,80,71,35,30,19,14,13,2904
xcyle,60,16,17,16,23,32,23,43,38,42,50,51,34,33,46,40,58,62,61,56,55,52,57,31,47,37,21,31,2900
Cirno_9baka,11,3,6,2,7,3,8,10,9,8,10,8,12,14,21,12,19,18,27,37,20,14,13,13,9,8,8,4,2897
FizzyDavid,39,20,23,22,39,41,52,64,71,59,64,66,57,55,75,58,74,55,60,57,26,40,33,40,24,19,24,14,2893
tabr,249,62,68,69,66,75,77,80,87,96,90,102,102,92,107,81,108,111,70,40,26,11,6,3,0,3,0,0,2889
jcvb,11,11,10,8,12,18,20,25,41,31,36,46,25,27,40,33,41,46,41,36,29,31,22,13,15,12,2,0,2884
kczno1,16,6,5,7,12,10,13,14,22,25,27,25,22,22,16,20,28,26,37,22,27,21,13,19,20,17,10,14,2882
yuto1115,47,16,16,17,20,21,28,25,31,24,21,28,23,22,16,19,17,17,14,9,7,5,7,3,2,3,0,0,2881
Cyanic,15,6,7,3,13,8,11,16,29,23,23,23,22,18,24,19,28,31,35,42,31,36,46,28,47,24,15,14,2880
sevenkplus,27,20,21,20,21,32,26,29,46,40,38,61,36,28,51,32,29,35,25,9,13,15,5,1,1,0,0,0,2879
Qingyu,89,18,39,28,37,26,30,24,29,32,18,17,34,27,47,35,36,32,32,19,14,15,11,11,10,4,9,6,2876
m_99,236,68,67,63,80,82,71,81,84,91,76,86,78,75,87,60,56,54,43,31,18,5,6,2,5,0,0,0,2874
Toxtricity,10,0,2,3,12,4,8,6,7,9,10,12,5,5,5,13,7,6,8,5,2,2,0,1,0,0,0,0,2872
antontrygubO_o,127,54,54,40,63,75,61,84,99,100,94,74,69,59,63,46,68,48,37,22,10,10,10,7,5,4,1,2,2872
gs12117,10,7,12,6,8,14,19,28,36,28,26,31,27,27,28,25,30,26,17,19,12,17,9,4,9,1,0,0,2872
liuhengxi,33,9,7,4,13,6,9,13,10,23,28,39,50,37,40,90,122,158,142,121,106,82,55,35,17,9,5,3,2868
Sol1,44,25,33,21,29,35,35,37,64,50,57,54,54,54,64,63,65,36,45,18,34,25,17,12,10,6,5,6,2865
errorgorn,181,49,67,53,64,52,65,68,79,99,79,80,79,77,87,73,103,91,89,62,49,37,36,25,23,20,6,8,2865
ivan100sic,733,272,311,273,274,282,283,317,352,325,294,336,336,299,294,252,279,245,175,137,105,80,56,36,17,12,5,4,2865
user202729_,53,17,14,15,20,33,30,46,60,59,59,61,62,48,58,50,72,64,71,69,60,50,29,27,33,32,26,26,2863
353cerega,67,18,23,20,19,28,34,39,50,58,69,59,57,35,64,52,68,68,66,68,47,42,40,25,28,17,10,13,2856
K-H,57,23,34,22,22,16,30,29,46,32,23,45,36,40,58,68,65,69,60,52,39,24,44,41,37,26,37,27,2856
qwerty787788,101,38,49,57,53,76,71,70,95,78,72,95,95,80,69,59,63,55,36,31,30,12,17,9,8,18,2,14,2854
Golovanov399,233,70,80,87,95,109,114,113,144,128,143,140,114,101,105,84,105,87,67,183,44,36,24,16,19,8,0,2,2852
Maksim1744,185,67,71,58,81,72,88,87,93,106,109,106,88,78,102,57,77,75,67,62,44,31,33,43,123,45,7,21,2849
ch_egor,43,22,23,16,24,16,25,23,27,20,35,25,16,23,23,9,16,12,1,6,2,3,1,1,3,0,0,0,2848
OnionPringles,16,8,9,9,13,16,14,19,27,32,31,27,23,23,28,22,17,25,17,11,15,10,9,3,5,5,2,0,2847
wasa855,103,42,69,49,65,65,66,81,81,79,76,84,63,51,62,49,45,52,48,40,46,30,33,48,39,47,20,27,2846
Marcin_smu,34,18,13,14,21,38,23,43,63,57,57,61,50,56,45,34,50,61,39,37,34,16,13,11,18,5,2,0,2845
alireza_kaviani,342,163,201,180,177,154,126,143,128,121,106,130,105,99,91,91,106,69,59,27,30,12,9,5,8,4,2,2,2842
amenotiomoi,10,1,5,3,1,3,4,3,3,3,3,4,6,3,0,1,4,2,0,2,5,1,1,0,1,0,0,0,2838
gisp_zjz,60,18,24,26,33,32,33,50,53,45,60,50,52,47,55,57,70,58,42,30,18,30,18,14,5,15,4,4,2835
Gary2005,98,23,21,20,26,27,39,45,36,53,47,64,52,64,77,65,94,105,81,65,67,46,39,34,30,31,13,26,2829
Kubic,51,10,13,24,15,17,23,21,26,31,18,27,20,16,25,20,21,27,24,33,31,39,46,37,60,45,24,57,2827
MAOooOAM,21,5,4,4,4,8,8,5,5,9,7,14,10,3,9,9,14,13,4,8,12,6,1,1,0,0,2,0,2825
Wailydest,80,23,24,30,23,33,26,26,26,36,28,33,23,20,34,12,22,20,11,10,9,7,2,0,1,4,0,0,2825
_h_,38,20,26,14,31,32,26,40,46,52,46,34,34,32,27,28,27,24,21,16,10,12,5,5,6,1,3,1,2825
rqi,59,23,23,25,19,24,17,39,27,22,37,27,22,28,23,18,29,20,28,22,20,17,9,11,16,19,5,26,2824
kcm1700,14,9,10,9,12,14,18,26,37,28,37,40,37,25,35,21,32,24,23,14,8,7,6,7,1,0,0,0,2823
teraqqq,59,21,18,21,24,13,14,24,23,21,23,26,24,14,21,21,19,16,9,22,2,2,4,6,2,0,0,3,2818
platelet,37,6,9,13,6,10,12,15,15,14,15,23,21,18,38,20,43,53,54,47,44,40,37,15,22,22,11,9,2816
Skyqwq,7,4,3,3,4,2,5,2,3,6,5,5,3,4,1,5,9,0,6,0,4,1,1,0,1,0,0,0,2815
PCTprobability,66,17,22,18,22,19,22,26,29,32,33,23,19,14,26,15,23,11,9,4,4,7,2,2,1,1,1,4,2814
ForeverFire,12,6,5,5,3,5,7,7,8,7,10,12,11,5,8,9,15,5,7,8,6,1,0,1,3,0,0,0,2810
cmll02,20,9,4,9,9,7,8,7,10,6,9,12,14,8,11,15,19,9,10,14,10,5,2,3,4,2,0,0,2809
tute7627,330,114,115,102,135,144,135,163,179,198,176,173,164,148,195,139,164,157,121,86,47,37,19,11,8,6,5,1,2808
abc864197532,554,163,181,164,190,188,183,194,203,219,202,220,202,205,203,153,206,173,160,138,86,42,17,7,10,11,0,3,2807
Pyqe,532,171,183,146,164,173,162,189,201,244,190,207,211,186,174,129,132,110,78,66,33,25,13,6,4,3,0,2,2804
lqs2015,81,25,38,39,37,55,38,72,82,71,74,80,81,52,61,67,77,58,53,41,28,37,21,18,20,8,1,4,2804
Rubikun,243,78,91,72,91,101,110,119,151,147,150,164,110,126,150,125,144,130,72,76,60,42,30,6,9,3,0,0,2803
SSRS_,349,100,96,96,120,109,114,133,143,147,136,136,122,119,144,93,124,106,73,68,45,27,18,13,6,4,0,2,2803
Allvik06,81,22,27,22,30,31,30,28,35,38,36,38,35,36,31,33,50,43,30,37,24,9,6,6,6,0,0,1,2802
Chtholly-Nota-Seniorious,27,3,6,8,9,5,2,7,9,7,8,7,3,5,7,3,9,2,6,5,4,0,0,0,0,0,0,0,2800
crazy_sea,23,3,10,5,9,5,9,6,10,10,7,12,10,8,8,8,15,10,12,12,8,9,15,10,13,8,2,10,2799
voidmax,38,14,22,25,30,32,35,42,62,51,44,43,32,28,30,27,44,34,27,21,8,13,10,6,6,5,3,2,2797
FastFreeTask,17,0,2,4,2,9,4,4,5,7,5,8,5,6,2,1,8,3,4,2,2,2,0,0,0,0,0,0,2796
SSerxhs,181,37,43,45,40,42,49,66,47,50,51,50,45,45,51,47,61,54,47,32,38,14,17,9,1,1,3,4,2793
kdh9949,50,19,26,20,25,29,26,29,32,39,38,32,19,25,23,14,19,26,14,6,9,6,3,2,1,2,0,0,2786
AndreySergunin,58,25,33,28,49,37,57,64,67,73,78,79,68,59,68,45,66,47,45,38,21,18,15,5,8,8,3,1,2784
Kuroni,97,30,41,46,50,46,51,53,64,63,68,74,82,72,57,55,73,64,44,52,31,17,19,14,6,16,5,6,2783
qwerasdfzxcl,65,24,18,16,24,17,17,25,29,33,29,31,22,15,25,26,28,19,12,24,5,2,0,0,0,1,0,5,2781
AlternatingCurrent,76,13,21,21,19,20,23,30,19,21,24,27,20,15,19,13,30,23,16,12,15,6,9,8,5,2,1,2,2780
ppc_qjd,7,4,3,3,3,4,2,6,6,12,15,13,6,4,10,3,14,10,11,17,9,10,9,11,7,5,1,4,2779
Kapt,55,19,17,14,19,27,15,20,21,21,22,26,19,17,14,11,23,20,14,9,14,24,14,11,11,4,3,5,2776
kotatsugame,358,92,118,115,125,129,122,141,138,164,132,136,131,131,136,104,115,116,65,51,38,28,20,6,5,2,0,0,2775
tokusakurai,114,32,37,37,45,42,55,64,74,61,54,67,66,63,73,62,73,76,72,55,38,20,15,12,2,4,0,0,2773
MoRanSky,43,18,23,12,27,42,30,41,51,46,78,51,48,40,47,31,41,40,25,26,23,9,12,10,10,6,2,5,2772
sansen,269,94,110,89,127,129,125,136,168,182,171,204,199,203,209,202,253,191,136,139,94,66,53,45,15,9,4,1,2771
20333333333,51,6,14,14,11,16,9,12,17,18,14,26,37,8,21,15,26,13,8,6,5,5,4,15,9,8,3,6,2769
tzc_wk,95,44,47,26,59,47,50,61,56,86,57,63,44,50,51,64,116,100,145,102,85,99,82,61,54,49,28,36,2769
uwi,266,120,148,146,180,198,198,251,307,285,292,308,300,273,314,252,302,263,194,144,92,87,40,30,13,7,3,0,2768
EternalAlexander,50,10,29,10,21,16,17,24,25,21,21,23,27,13,19,22,16,27,17,20,10,14,17,7,3,2,1,2,2767
wangzhifang,43,7,8,13,14,21,14,22,18,22,24,24,20,22,33,71,45,23,15,15,7,7,4,4,0,0,1,0,2766
hank55663,367,127,149,130,163,173,160,206,218,224,206,204,191,196,181,155,177,155,119,83,69,35,34,13,13,6,2,1,2765
xyz2606,13,5,17,3,15,8,20,13,25,18,16,24,26,8,17,10,14,13,8,8,2,5,3,3,3,0,1,0,2763
Kirill22,238,76,80,67,90,94,57,96,88,90,84,76,62,79,73,50,55,93,38,29,24,19,13,14,6,1,4,5,2762
x86-cake,112,33,39,31,50,44,63,51,56,60,59,81,54,70,54,60,99,84,67,54,37,47,73,33,34,14,10,7,2762
Crying,86,21,21,16,26,19,26,32,29,32,55,39,35,37,63,45,67,46,48,42,51,29,36,30,30,21,14,15,2761
Isouau,3,2,1,1,0,1,2,3,2,1,3,2,2,1,2,2,2,0,3,0,3,0,0,0,1,0,0,0,2761
Xellos,121,46,60,67,77,77,91,104,118,112,95,122,105,95,86,68,91,74,71,122,73,60,57,63,71,66,67,88,2761
zscoder,118,66,67,74,87,83,84,93,117,93,84,94,73,74,76,46,60,46,39,24,14,18,4,12,6,3,4,4,2760
ChemicalEquilibrium,8,2,8,1,1,3,5,2,6,3,3,5,5,4,1,5,9,4,10,15,9,9,16,15,25,20,30,33,2759
LeoPro,146,54,56,45,78,64,60,64,70,68,58,71,53,62,48,37,57,56,43,23,17,14,12,0,1,3,0,0,2757
sigma425,36,18,19,19,23,34,36,59,66,45,41,52,45,35,54,39,42,30,33,22,17,16,11,18,12,11,3,3,2757
Swistakk,46,16,17,18,27,33,43,67,92,68,81,88,60,73,77,51,82,71,49,56,34,30,19,19,16,10,0,1,2756
youbot,84,29,25,24,41,33,34,36,33,47,34,50,47,34,34,38,54,47,85,61,42,33,20,10,7,6,2,1,2756
memset0c,42,9,18,11,16,19,18,18,36,21,23,22,26,15,15,17,23,12,13,11,15,7,5,8,12,25,26,47,2754
kal013,177,49,54,44,56,63,61,76,71,90,75,72,87,88,84,52,59,43,45,38,23,9,8,3,9,2,1,0,2753
njwrz,94,40,45,26,57,62,72,90,97,96,57,61,60,35,58,45,82,89,78,77,68,69,60,52,38,47,27,26,2753
feecle6418,6,2,4,3,3,2,3,3,3,1,6,6,3,2,2,4,5,1,2,1,4,1,1,0,0,0,1,2,2752
tomasz.kociumaka,8,7,8,20,16,14,15,13,14,16,7,20,16,9,11,7,12,7,8,6,9,13,3,1,0,0,0,0,2752
Sulfox,116,51,55,34,71,52,61,65,77,90,80,88,63,66,58,55,68,56,54,35,38,26,25,21,27,16,6,5,2751
Tlatoani,154,51,52,39,57,54,68,82,87,89,81,88,93,71,78,57,63,55,35,33,27,20,10,6,7,5,3,4,2751
-skyline-,93,29,47,46,62,59,64,88,95,61,69,78,52,55,60,50,51,40,40,31,13,20,9,4,5,1,0,0,2749
stkwill,24,3,8,7,4,6,6,7,6,5,8,10,4,8,8,8,9,14,8,9,11,1,6,4,6,5,1,2,2749
LMOliver,11,5,6,5,4,9,13,12,19,17,14,23,18,15,7,11,15,8,10,2,6,3,12,5,12,7,3,4,2748
DerekFeng,171,31,44,32,38,56,47,80,92,95,109,82,103,85,98,86,126,109,94,96,66,51,83,52,39,47,32,43,2746
satashun,78,30,38,40,42,53,55,70,95,87,69,74,67,48,48,41,45,23,23,11,21,11,6,5,1,0,0,0,2744
thenymphsofdelphi,388,197,242,205,166,111,86,119,98,129,86,116,72,76,77,50,86,58,35,27,11,7,5,4,2,0,0,1,2743
cookiedoth,70,29,34,21,37,44,39,56,68,60,49,41,49,36,40,32,44,44,46,35,37,17,11,7,9,6,10,5,2741
Brovko,344,114,125,111,144,142,144,161,199,173,148,160,146,113,86,72,69,49,23,7,5,2,1,1,0,0,0,0,2739
dottle,46,9,9,11,14,13,7,10,18,15,19,13,17,14,25,22,27,23,21,22,19,23,9,14,5,1,5,1,2739
